sentiment,comment
positive,"Màu xanh dương đẹp quá ! : ) )
"
neutral,"Mình không_thể dùng Miband_2 mở khoá điện_thoại android_lolipop được . Help . Mình đã cài mật_khẩu . Vào smart lock add trust device nhưng không thấy có smart band ở đó mặc_dù đã chắc_chắn kết_nối smart band với smart_phone rồi .
"
positive,"Xấu nhưng kết_cấu nó đẹp ! hê hê ... .
"
neutral,"Nghe_nói trong năm nay hoặc đầu năm sau Xiaomi sẽ ra đồng_hồ thông mình . Hóng giá rẻ để trải_nghiệm  
"
neutral,"chẹp , dùng điện_thoại để alo + nhắn_tin + duyệt web thì điện_thoại nào chả dùng được với bất_kỳ ai . Dùng apple mà nâng_cao lên tị thì xin_lỗi ko có chuyện ai cũng dùng được đâu . Lại đá sang Mac_os , tưởng dễ dùng á , dùng mấy cái cơ_bản thì đúng là có_vẻ dễ dùng nhưng win cũng thế . Nâng_cao lên tị thì đầu phải có sỏi + học bác Gúc gờ , không thì chả làm_gì được ngoài việc cài app trên store với duyệt web , và làm vài việc cơ_bản ...
"
negative,"Một sự thất_bại như mấy em X vừa ra_mắt có_thể dự_báo trước .
"
neutral,"Sao có người nói được , có người ko là sao Mình thì nghĩ là do lỗi phần_mềm , mới check bên forum Xiaomi bọn nó la ầm lên vụ đó từ đầu năm  
"
neutral,"các bác cho hỏi miband của e ko theo_dõi đc giấc_ngủ , tỉnh dậy nó báo không có dữ_liệu đêm qua ? ? ?  
"
negative,"﻿Mình cũng vậy từ trước giờ trung_thành với iphone , đang dùng iphone_6 ngon_lành , thấy quảng_cáo con s_6 + ngon quá thế_là bán con 6 lên s_6 dùng thấy rất ưng_ý về khoảng camera và thiết_kế ; màn_hình đẹp , lướt web ok nhưng trải_nghiệm thua xa con ip_6 , về pin thì quá tệ 3000ma nhưng quá nhanh tụt dùng nhiều một ngày sạc hai lần , chơi game thì lag kinh_khủng , bàn_phím thì quá chán , nói_chung dùng samsung chỉ được cam ngon thiết_kế đẹp còn lại thua xa iphone
"
positive,"Đẹp
"
positive,"e thích nhất chuột Logi - đáng đồng_tiền  
"
neutral,"Có nhé , nó đo theo nhịp chuyển_động nên bạn ngồi 1 chỗ vung_vẩy tay cũng vẫn đếm như_thường  
"
negative,"Cái mặt đồng_hồ chả hợp với dây da quái gì _  
"
positive,"Thik kiểu_dáng như 5s .
"
positive,"Đọc xong định thích nhưng thấy giá lại thấy cứ ngài_ngại thế_nào ấy ! Quả LED toàn màn_hình nhìn fê nhể , y_như trên sàn ấy !  
"
negative,"Nhìn còn xấu hơn cả tuyệt_phẩm thiết_kế G5 . : ) ) )
"
negative,"Tôi đang xài Z3C đây , chung cấu_hình camera với Z3 . Chụp auto hay chỉnh tay đều thua các máy A5 2016 hay S6 nhé bạn : )
"
positive,"Cái gì cũng ngon chỉ thương_hiệu là không ngon thôi : v
"
negative,"Không thấy thuyết_phục để mua AW  
"
positive,"nhìn đẹp phết nhỉ . .  
"
negative,"Nói_gì_thì_nói mình lương tháng 21tr cũng không thích mua iphone . Đắt ! Dùng ít năm rồi chán lại muốn thay cái mới . Để những đồng_tiền lo việc khác còn hơn .
"
negative,"﻿Em nhìn con iphone_6s_plus mới là mất cân_đối . Viền dầy_cộp , thân máy trên dướ đều to do vướng nút home tròn . Trong khi các máy đều siêu mỏng cánn
"
negative,"﻿Sao mình dùng nó lag vãi_linh_hồn luôn , chán thật 1tr8 bluetooth mà giờ đang dùng usb reciver . Mình dùng mac_pro 2015 13 ich , có cách nào khắc_phục không chứ bỏ tiền ra mua còn này để dùng bluetooth mà giờ xót quá  
"
neutral,"giờ còn bị không bác , mình cũng đang dùng mac , tính mua mà đọc thấy phân_vân quá  
"
negative,"﻿Chán dòng zenfone lam roi. Đủ thứ các lỗi
"
neutral,"không có chút cảm_giác lag à ? ? ? ? ? Bực_mình thật . Giờ muốn kết_nối qua cái cục bé xíu kia_mà cũng chả biết làm_sao để nó hoạt_động ...  
"
negative,"Xbox thì thích mỗi cái gamepad của nó , còn lại vứt = ) ) Everything I do , I do on my PC  
"
neutral,"Không lag bác ak . Bác gắn cục đó vào máy_tính . Xong tren chuột nhấn nút conect là dc mà . Conect vào 1 trong 3 số chưa kết_nối đấy .  
"
negative,"﻿màn_hình not_4 rơi nhẹ cũng bị bể , thay đến 2 lần . Chưa bao_giờ thấy điện_thoại nào mà có màn_hình dễ vỡ như_vậy
"
neutral,"Mình bị tình_trạng ko tim được thiết_bị là sao mọi người đang sài androi_kitkat_4.4 . trước sài cái lúa_mì_430 win_10 thì ngon_lành tới đỏi điện_thoại mua cái mới luôn thì bị . mình lấy mấy cái điện_thoại khác hđh android luôn mà ko có cái nào nhận hết .
"
neutral,"Mình chẳng mua mấy cái đầu_tiên ra_đời . Thường chỉ mua cái thứ 2 . Vì sản_phẩm đầu_tiên bao_giờ cũng là sự thăm_dò dư_luận . Aw cũng ko phải ngoại_lệ . Bản năm sau hi_vọng ngon hơn về pin và tính_năng . He he  
"
negative,"﻿Sau một thời_gian sử_dụng AW mình thấy một_số điểm chưa hài_lòng : - Không đi bơi được , ngày nào mình cũng đi tập gym song đi bơi luôn ... nhưng phải tháo ra rất bực_mình do để trong tủ đồ công_cộng sợ bị móc chộm . - Quá phụ_thuộc vào i_Phone ... tính_năng nghe gọi , nhắn_tin hầu_như không có tác_dụng , khi mà i_Phone kè_kè bên mình ... trừ lúc vào toilet đi ị ... lúc đó có điện_thoại nghe gọi_là ổn nhất . - Ở_VN ko sài được Apple_Pay ... tính_năng này có cũng_như ko . - Mặt AW luôn tối thui ... như cái đồng_hồ rụng kim ... Ps : nhình chung dùng cho_biết thôi . . sau một thời_gian 3-4 tháng sẽ thấy nhàm_chán và ko sử_dụng được nhiều ... tối về lại phải cắm thêm sạc . Quên là hôm_sau khỏi dùng  
"
negative,"﻿Nó quá đẹp , tối_qua ông bạn khoe mua được Iphone_6 , chụp thử ảnh buổi tối trong nhà , đủ sáng mà nhiễu quá . Chán luôn .
"
positive,"Hãy thử trải ngiệm đi , sẽ thích ngay !
"
negative,"Vừa test xem phim để sáng Max tắt hết kết_nối xem 45 ' tụt 15% haiz  
"
negative,"Xài đi rồi thấy cảnh , phụ_kiện rất đắt_đỏ ví_dụ như thay màn_hình hết gần 3tr và tới đại_lý chờ 1 tuần , chưa kể hàng China
"
positive,"Vòng nào cũng đẹp  
"
positive,"Không đặt_hàng sớm là hết cơ_hội
"
negative,"﻿đúng rồi , như apple có làm ra đc cái gì đâu , con A9_apple còn chôm của hội nghiên_cứu_sinh đại_học wicousin .  
"
positive,"Em có con chuột không dây 150k cũng đầy_đủ nút bấm dùng 2 năm rồi , hết pin là thay thôi  
"
neutral,"Thấy bác than lag với mình cũng đọc nhiều topic cũng thắc_mắc thật không biết cua minh có lag không chứ mình thấy sài ok . Đâu bác quay lại màn_hình up len xem thử vơi .  
"
positive,"ghét nhất la iphone , giá thì thật_là trên trời vậy còn chưa chịu bán để mình mua nữa , đợi lâu qua rồi em iphone ơi : )
"
neutral,"Miband của mình xài 3 tháng mới sạc pin 1 lần 20 ngày thì tạm ổn chứ chưa ngon  
"
positive,"Đang dùng TV_SS dc 2 năm + một androi_box . Rất hài_lòng .
"
neutral,"mình xài mac , dùng bluetooth thì bị đứt_quãng , còn dùng bộ thu_nhận sóng của nó thi không . Có cách nào khắc_phục không bạn , thanks .  
"
neutral,"mong ra con neo mấy con ps_4 thường bản refurbish trên amazon sẽ giảm_giá
"
positive,"S7 quá đẹp ... .
"
negative,"muốn được bác phải đổi tên . nó nhận ra . reset rồi nhưng báo failed . điên_tiết  
"
positive,"Quá hoàn_hảo . . quá đẹp . . quá hiện_đại và sang_trọng . . muốn mua mà phải dành tiền chăm con . . lương chục củ bao_giờ mới mua nổi . . thèm nhỏ dãi
"
negative,"Mình đã lên 10.11.3 nhưng vẫn bị , đúng là tắt wifi đi thì ngon hơn hẵn ... . . Chán vãi , mua em noá để khỏi dùng USB receiver , mà thấy cái bluetooth nản vãi  
"
neutral,"có_thể trong đĩa đó có driver vì nếu_không người_ta cho bạn cái đĩa làm_gì , tùy mỗi loại tay_cầm của mỗi hãng có driver khác_nhau nên không_thể biết chính_xác là phải tải ở đâu , bạn nên tìm người quen am_hiểu về máy_tính cài_đặt giúp bạn chứ mình cũng chẳng biết giải_thích sao , hoặc bạn có_thể tìm trên Google . Còn vấn_đề bạn của bạn trả_lời như_vậy thì đúng là bạn đó chẳng biết gì thật , hoặc có_thể bạn đó lười sợ bạn nhờ_vả nên nói vậy để thoát Đa_số những người am_hiểu họ rất ghét bị nhờ_vả . Còn không được nữa thì bạn nên đem ra tiệm nhờ họ cài giúp rồi trả phí thì dễ hơn là đi nhờ_vả người quen .  
"
positive,"qa dep ko_the song ma thieu iphone_7
"
positive,"Dạ có rom ổn_định rồi bác ạ . Nghe gọi sóng_sánh ok nhắn_tin thoải_mái ạ .  
"
negative,"chiều nay vừa nghe 1 con mới bên anh fan - ryu.hơi bé bạn à . ai có nhu_cầu up thì qua anh_ấy nhé  
"
neutral,"Ngây_thơ hết_sức vu_vơ ! Thế 69 ngộp thở như vậy_sao ngủ ? ? ? ?  
"
negative,"﻿Samsung chỉ được mẫu_mã thôi . thực_sự máy Samsung mau hư . sửa_chữa rất tốn tiền và mất thời_gian . Tôi đã xài Note_4 và Notẹ_5 , phải 2 lần đi thay board vì board bị hư . cũng may là 2 lần này cũng trong bảo_hành nên kg phải thanh_toán , nhưng thời_gian thay board mát 3 ngày . Tôi mất tất_cả thông_tin để liên_lạc cũng_như tin nhắn với khách_hàng . lần thứ 3 bị hư board và được báo già vài triệu nên tôi bỏ luôn , không_bao_giờ xài nó nữa . Chán Samsung lắm rồi ...
"
negative,"Dung trên OS chán bo mẹ , chẳng có chức_năng gì cả  
"
positive,"Từ trước đến nay Apple chả làm ra_điều gì mới_mẻ cả bạn ạ , từ màn_hình cảm_ứng , cảm_biến vân tay , màu vàng hồng đều đã có trước , nhưng cái có trước đó chỉ là có để cho có , còn khi đến lượt apple tích_hợp vào thì nó lại là một tính_năng hữu_ích .
"
positive,"Apple watch đẹp : 3  
"
neutral,"Bạn nào có pm mình đẻ làm cái mibank_2 , cái
"
neutral,"cái này dùng phải bắt_buộc kết_nối với đt hả , mua vè dùng làm đồng_hồ ok ko  
"
neutral,"Cách đây 2 tháng , Sony công_bố là họ đã bán được 40 triệu PS4 trên toàn_cầu và bây_giờ , con_số này đã tăng lên 43.5 triệu máy , tức_là trong 2 tháng tăng 3.5 triệu máy . 43.5 triệu máy này là lượng PS4 mà Sony giao tới các nhà_bán_lẻ ( Amazon , Newegg , BestBuy vv và vv ) , chưa tính những máy mà khách_hàng mua trực_tiếp từ Sony_Store . PS4 hiện là dòng máy console bán_chạy nhất trong thị_trường game toàn thế_giới có qui_mô gần 100 tỉ $ . Hồi tháng 5 vừa_rồi , khi Sony công_bố họ đã bán được 40 triệu PS4 thì đối_thủ lớn nhất_là Microsoft chỉ mới bán được 19 triệu chiếc Xbox_One , tức_là xấp_xỉ một_nửa sản_lượng của Sony . Công_ty này cũng rất tự_tin khi dự_báo rằng họ sẽ bán được tổng_cộng 60 triệu PS4 tính đến hết năm tài_chính 2016 , kết_thúc tháng 3/2017 . Dự_kiến cuối năm nay Sony sẽ giới_thiệu phiên_bản nâng_cấp PS Neo của PS4 , với phần_cứng và đồ_họa được nâng_cấp mạnh_mẽ hơn , đồng_thời ra_mắt thêm phụ_kiện VR để bổ_sung khả_năng chơi game thực_tế ảo . Hy_vọng dòng máy mới sẽ giúp Sony đẩy_mạnh doanh_số của hệ console này . Theo Venturebeat ​  
"
positive,"Ờ , mình mua qsd may_mà dc e pin trâu , rất là hài_lòng  
"
neutral,"cũng thấy hấp_dẫn , nhưng chưa có đủ tính_năng để bỏ tiền ra mua  
"
neutral,"khó xước bác nhé , có lắc tay xem giờ bác ạ . Hiện mới update firmware nên xem đc nội_dung tin_nhắn bác nhé
"
negative,"K_MUA
"
neutral,"Chuẩn bác ạ . chỉ cần có rung và hiện SĐT người gọi_là quá ok  
"
negative,"Con của mình cũng hay bị mất sóng đang ko hiểu tại_sao ? khả_năng ROM cũ chưa lên 4.0.4 nên nó lỗi . Bác nào biết uprom làm bài hướng_dẫn anh_em để e vọc với . Dùng đồ này ko vọc ngứa_ngáy tay_chân quá hic hic  
"
positive,"Sẽ dừng lại ở Note_4 vì có cổng hồng_ngoại . Mấy thứ khác ko quan_trọng bằng : )
"
positive,"hàng ngon thời_thượng  
"
neutral,"Xót lòng cái giá 450k . Mình mua ở có coupon nên giá chỉ có 290k = ) ) ) Chính_hãng luôn nhé
"
positive,"6s là đỉnh nhất rồi .
"
negative,"Apple đang vùng_vẫy để tìm mọi cách hút máu khách_hàng
"
neutral,"Con này có đo được lượng calo đốt khi mình tập_thể_hình ko nhỉ , vì mình k chạy bộ mấy mà toàn tập_tạ .
"
negative,"﻿toàn ba cái ứng_dung mang từ đt sang thì mua thêm cái này làm khỉ gì  
"
negative,"Cái nút nguồn xấu_xí của sony đâu rồi ấy nhể . Còn cái nút đó thề không_bao_giờ mua sony
"
neutral,"Định_nghĩa thế_nào là mạnh đi đã rồi hay múa mồm cho sướng cái miệng ! Sản_xuất chip nhớ đích_thị là sản_xuất ra con chip , có nhà_máy , có công_nhân là làm được ! Như đi sản_xuất chip thuê cho các hãng vậy ! Nhưng chip VXL thì còn có chất_xám nên mới giữ bản_quyền , chứ chip nhớ thì_là free rồi nên ai có điều_kiện thì làm ! Công_nghệ hay chất_xám ko phải là ở chỗ này ! Còn công_nghệ thì các hãng vẫn phải nghiên_cứu để cải_tiến nó , nhưng họ ko sản_xuất sản_phẩm ! ? !
"
positive,"Nếu_không đặt nặng thương_hiệu thì Mì-Xào không có đối_thủ với dòng smartphone cấu_hình mạnh giá rẻ . Tuy thương_hiệu TQ nhưng linh_kiện của máy cũng y_chang như các thương_hiệu chạy Android khác như Samsung chẳng_hạn , bởi_vậy nếu thích Android thì cứ chơi Mì_Xào , không cần_thiết phải bỏ ra số tiền cao để mua SS hay Sony ... vì cấu_hình cũng chẳng hơn . Còn thích độc_quyền thì i Phone cứ tiến tới .
"
neutral,"Phim 4K HDD thừa sứa tải và xem bác à . Phim 8K còn xem online được nói chi store 4k trong HDD mà xem ko được .  
"
positive,"﻿Chuột Logitech thì ngon thật , nhưng bền quá xài cũng chán . .  
"
neutral,"ở vn mua hang qua amazon được không . và thanh_toán như_thế_nào  
"
neutral,"Bao_nhiêu tiền một cái vậy  
"
negative,"﻿chớ có mua mấy con này , đây là hàng sharp xuất sang thị_trường trung quốc , chất_lượng kém đi , mặc_định máy nguyên_bản thì rất đắt . Những máy được bán tại việt_nam hiện_nay đều đã được dựng lại vỏ . Máy đã sửa_chữa hay chưa thì hên xui , nhưng gặp 1 tình_trạng chung là pin rất kém .  
"
negative,"nó nặng hơn , to hơn , màn bé hơn , pin yếu hơn .
"
negative,"Ram 2G mà trống có 700mb , trong khi chưa cài được gì
"
negative,"nhìn đẹp quá mà chạy android là thấy không muốn mua rồi thích cái nào nghiêm_túc hơn , phù_hợp đo vận_động hơn Garmin , Fitbit thẳng tiến  
"
positive,"samsung thật tuyệt_vời mình là fan samsung yêu samsung nhất . samsung_not_7 thật ko thể chê dc ko có đối_thủ
"
positive,"hiển_thị cuộc_gọi là ngon , kết_hợp hoàn_hảo với tai_nghe bluetouth  
"
positive,"Cơ_hội cho những_ai yêu Iphone
"
neutral,"Nếu bạn đã update lên watch_OS_2.0 thì force touch vào biểu_tượng cái mic khi reply message sẽ cho_phép chọn ngôn_ngữ nhé
"
positive,"Nhà tôi xài con Samsung thường cũng gần 5 năm rồi vẫn thấy ngon , nên yên_tâm về chất_lượng lắm
"
positive,"Con bạn sài là dòng thấp nhất , phải chịu thôi , bạn mua con khoảng 7-8 lít sài ok ngay , pin sài bét_nhè , mua dòng 515_couch_mouse , ko thì dòng mx này  
"
positive,"Gom lúa thôi yêu e quá
"
negative,"chê 5c xấu giờ giống 5c . càng ý_tưởng
"
positive,"Dùng táo chẳng_nhẽ khen samsung nhưng phải nói quá đẹp và công nghê cao
"
positive,"Từ hôm anh HXV đạt vàng olympic thật_sự là samfan đã bớt tăng động hơn , biết nhìn_xa_trông_rộng hơn , còn mình hy_vọng Xperia_XR thành_công . Dù_sao sony cũng là 1 tượng_đài về đồ điện_tử và sản_phẩm cũng khá đẹp_mắt , chúc Xperia_XR thành_công .
"
positive,"Ôi giá rẻ quá
"
positive,"Trước tôi đc cô cho 1 em samsung nắp gập rất bền quăng_quật suất chẳng sao
"
neutral,"Trông sao_sao ấy nhỉ
"
negative,"Tôi không ủng_hộ hàng TQ
"
neutral,"Đang định mua về lắp vào con lap mà nghe_nói ko vừa nên thôi  
"
neutral,"ơ_hay ? Mình không được ý_kiến vào topic này à ? Bạn ko có ý_kiến gì về topic thì đừng có phát_biểu . Con này không thích_hợp cho Gaming , designing ( thiết_kế chuột nhỏ , ko thoải_mái ) thì chỉ còn mỗi cái là thích_hợp cho lướt web , giải_trí thì khác_gì con magic mouse cho Mac ? Ko có multi_touch hay gestures cho MAC , hơn_nữa giá này gần bằng con MM rồi thì dại gì đâm_đầu vào mua nữa ? Ý_kiến mình đưa ra là trên phương_diện người dùng mac , ko dùng để cho gaming hay designing .
"
negative,"Cam vẫn lồi thì tớ quyết không mua . Dùng tạm con A5-06 chờ thời !
"
negative,"Dùng loại này nhanh tã máy lắm bạn . Pin thì khỏi_phải_nói . Rất ảo và nhanh sụt pin
"
positive,"Pin con này nó trâu lắm ạ , pin không bị gì gửi qua đó thay pin vẫn được ạ bác . Mà thay pin như_vậy có còn chống vào nước được không ạ .  
"
positive,"bị virus sẽ tóm lại được . . còn xóa vĩnh_viễn mà lấy lại được ... thì tuyệt quá chứ . em cũng mong lấy lại được tài_liệu đã bị xóa .
"
positive,"khác_biệt thì ko thấy đâu , nhưng khi đi hỏi 10 người là nếu có 20t mua đt bạn sẽ mua đt gì ... 100% đều bảo mua ip nhé
"
positive,"﻿Bạn bị tâm_lý nặng_nề .... Tụi tui xài 360_security . rất thích Qihu và Tencent của China ...
"
neutral,"Samsung nhanh thật : | CN chip nhớ giờ như đi đầu cả thế_giới  
"
neutral,"Xóa ko tính là 1 bạn ơi , vì xóa chỉ là quên địa_chỉ thôi . Khi ghi là nó xóa cái cũ và ghi mới_rồi .  
"
negative,"có ai đọc được tiếng nhật xem nó lên được 4 chưa nhỉ vì hiện_tại ở 2.3 thấy cùi quá , pin thì siêu yếu  
"
negative,"6tr có quá nhiều lựa_chọn , ai đi mua con oppo này thì chắc ko tìm_hiểu gì về công_nghệ rùi . hàng tq mà giá mỹ . thua !
"
positive,"Mình đag dung ip_3s và cảm_thấy chưa cần_thiết phải đổi_mới . Quá mượt
"
positive,"Giá hấp_dẫn quá , bác nào bán e đặt gạch luôn này  
"
positive,"Vẫn đang dung Note_3 , bao_nhiêu năm vẫn chạy tốt .
"
negative,"cứ cố làm thật mỏng , cơ_mà camera lồi nhiều thế nhỉ
"
neutral,"Mình thấy bình_thường mà . Android còn đỡ , có app thông_báo khi có thông_báo trên điện_thoại . iOS phải jailbreak mà hoạt_động không ổn_định nữa , em gỡ ra rồi  
"
negative,"con nay ban 6tr hy_vong co nguoi mua
"
positive,"Mình thì đang vui_vẻ bên 9.0.1 đã JB nên cũng ko hóng lắm , nhưng thực_lòng nghe tin này thật_là vui ... .
"
neutral,"Mình xài chuột razer là ổn ùi  
"
negative,"Tại F02g nhạc nhẽo chán quá , thiết_kế thì vay_mượn Z3 nhiều quá , wifi quá kém , pin tệ nên quay sang xài sharp đổi gió cho_biết .  
"
negative,"ôi cái giá , quá nhiều lựa_chọn cho tầm tiền này
"
negative,"Theo em thấy thì_có 2 vấn_đề : 1 . dây đeo mới cho vào cái hư luôn https : / / drive.google.com/file/d/0B5HmAZf5BrURY0ZUN3l3VWMwV2c/view ? usp = sharing 151015-105213.jpg drive.google.com 2 . Toàn khoản Mi khi tạo rồi thì không_thể delete được . https : / / drive.google.com/file/d/0B5HmAZf5BrURZHlFdFJPcHhDa3M/view ? usp = sharing Xiaomi.png drive.google.com Các bác có ý_kiến gì ko ?  
"
neutral,"còn chưa bán thì ai dùng mà phản_hồi bác , có_chăng là dùng bản cũ , bản miband đầu_tiên khá ngon , miband_1s thêm đo nhịp tim thì tracking thông_số khác hay sai , bản này nâng_cấp hết cảm_biến rồi nhưng cũng chưa ai sài mà nhận_xét
"
negative,"Dưới thời của Steve_Jobs chuyện này không_bao_giờ xảy_ra
"
positive,"mua ngay mua ngay mình từng dùng miband_1 , sau đó mua 1s vẫn ko hài_lòng vì không có đồng_hồ mua gear_fit nhưng ko hài_lòng vì pin kém mua i_5_plus không hài_lòng vì chất_lượng kém ( bị vô nước khi trời mưa ) mua omron_pedometer nhưng không hài_lòng vì nó không đeo tay được mua một_số máy android cài gg_fit nhưng ko hài_lòng phải dùng thêm 1 máy miband_2 có_vẻ là lựa_chọn ổn nhất , sẽ mua ngay khi về vn với giá ko bị đội : pin tốt , giá tốt , gọn_nhẹ , có đồng_hồ , chống nước ip_67 quá ngon . thiết_kế trông không cứng_cáp như miban 1 vỏ nhôm thôi  
"
neutral,"win thì bt ko bị gì hêt 1 ráo chỉ thèng quỉ mac bị khìn xíu (  
"
neutral,"Mới lên trang gearbest . com mà nó có_giá gần 40usd lận 15/7 bắt_đầu giao hàng  
"
negative,"﻿6GB cũng chỉ bằng i_Phone 2GB mà thôi . Nhưng theo thời_gian e Ram 6GB cũng chậm dần đều ! : ) )
"
negative,"﻿Nhìn có vân ngang trước máy xấu quá . Tôi vẫn thích S6_Active hơn , đang đợi xách tay dòng ngâm nước chuẩn về là hốt
"
positive,"NICEEEEEEEEEEEEEEEEE  
"
negative,"Định lừa à ? IP7 có đột_phá ngoại_hình là hình_trụ cơ_mà ? Phải là cầm IP như điếu xì_gà để liên_lạc , lúc lướt Web và game thì vuốt phẳng ra sau đó lại cuốn lại bỏ_túi
"
positive,"Tuyệt_vời máy rẻ đên tay người nghèo
"
positive,"đáng đồng_tiền !
"
positive,"Thiết_kế của Obi nhìn nổi_bật thật , trông nổi hơn hẳn mấy con còn lại .
"
neutral,"Em chỉ ngó vì tò_mò cái giá , em chỉ cần miband_2 là đủ dùng .
"
negative,"Do cui_bap . nghe toi asus san_xuat dt la thay so roi
"
negative,"Giờ này mà ai xài ba cái thứ cui bắp đó nữa . Cho trẻ_con chúng_nó còn chê cái điện_thoại gì mà bé_tẹo
"
positive,"đẹp , đơn_giản và táo thứ 2 của thế_giới rồi , kể_ra ông Xào_Mì này ăn_cắp ý_tưởng + thiết_kế na_ná của Apple cũng đỉnh thật , không phủ nhật đồ của Xào_Mì quá ngon , mình có mua con Xào_Mì 4 , năm_ngoái dận nhau con người_yêu nó đập đến lần thứ 2 mới vỡ màn , đập mạnh mà chỉ trầy cái viền  
"
positive,"Kết quá ... Rất chất và men lỳ  
"
neutral,"Vậy anh dùng đt gì ? ) Đã tháo những linh_kiện Samsung sản_xuất khỏi bo_mạch chưa = ) )  
"
positive,"S7Egle lọc âm cuộc_gọi cực tốt , ghi_âm lưu_trữ cuộc_gọi và thẻ nhớ ngoài lưu_trữ hình_ảnh video dễ_dàng . Công_việc mình rất cần . Vì_thế , Cho tiền hàng tháng và cả chiếc iphone_6s mình cũng kg cần , vì iphone không làm được_việc đó .
"
positive,"Đẹp mà
"
negative,"Nói ko với ap lập_tức táo dở sẽ trở_về thực_tế thôi
"
negative,"Máy mình bị lỗi mất sóng , màn_hình thì hay bị đơ rồi máy tự restart lại . Đang tìm cách up lên để hết lỗi mà không được .  
"
positive,"Một_ngàn câu phán về Iphone k ai giống ai . . đủ mọi cách phán ... Cả trăm lời khen_ngợi Samsung củng chỉ ở mổi đặc_điểm nào_đó . . nhưng tui chắc cả tỉ người trên thế_giới này thích Iphone đều đồng quan_điểm . . về chất_lượng
"
positive,"Tốc_độ ghi nhanh quá . Các phần_cứng khác phải cỡ khủng để xứng_đôi với raid 0 . ☺  
"
negative,"﻿Bác nào có cảm_nhận giống mình ko vậy ? Font chữ nhỏ , hiển_thị trên trình_duyệt font bị lỗi hay_sao ấy mà khi gõ chữ trong tìm_kiếm Google đều hiện chữ to chữ nhỏ nhìn rất khó_chịu . Cảm_nhận đầu_tiên khi nâng_cấp bản Win_10_Anniversary này là ko thiện_cảm rồi . Hối_hận khi update quá đi  
"
neutral,"tắt wifi the bt . Đã lion hệ bên Loa.com xem họ có hướng giải_quyết thế_nào không .  
"
negative,"﻿Con này các linh_kiện hàn chết , khỏi làm module cho đỡ tốn tiền làm cổng kết_nối . Ce_N3060 cõ hỗ_trợ Sata và PCIe và thông_số ghi SSD , nhưng thực_tế các dòng này chỉ được trang_bị e_MMC cho rẻ . Nôm_na về bản_chất các máy này là mua windows + office bản_quyền được tặng phần_cứng để xài  
"
negative,"﻿Mặt kính cong đỉnh_cao công_nghệ thần_thánh đâu rồi mà phải làm cái vỏ nhôm viền nhựa xấu như i_Phone_6 thế kia ! ? !
"
positive,"Nhìn bốc_lửa nhỉ ... .
"
positive,"﻿Sc-04D unlock phẩn_mềm ok , dùng ổn_định , update thoải mái không bị lock lại , giá bạn liên_hệ trực_tiếp với các cửa_hàng nhé. F-12C ở VN mình chỉ dùng sim ghép để unlock thui bạn xem thêm Thông_tin sim ghép cho điện_thoại nhật nhé  
"
negative,"2016 - Iphone - who cares ? : ) )
"
positive,"Diem + cho ifone_7 la bo dung luong 16gb va thay the bang 32gb
"
positive,"Em từng dùng s_4 s5 s7e và giờ em đang dùng 6s_plus . Em nghĩ ip đủ đáp_ứng nhu_cầu của một người bình_thường và bền hơn theo thời_gian ( đỡ bị đơ hơn chứ không phải rớt hay ngụp_lặn dưới nước ạ )
"
positive,"nhìn Note_4 và Note_7 tỉ_lệ đẹp
"
neutral,"Đang chờ em TomTom này về , nhiều tính_năng hơn mà giá bằng nửa em Polar  
"
positive,"Cứ từ_từ , đi chậm một_chút , nhưng sẽ tránh sụp hố người đi trước . Sự khôn_ngoan của táo là đây .
"
positive,"﻿Ráng thêm tiền mua smart_Sony . Cách đây 1năm mình xài con Sony43""_W80C , full_HD . Màn ảnh đẹp bền k bị bảo_hanh j . Cứ Sony mà quốc bạn nhé !
"
negative,"Tôi có tiền không_bao_giờ mua điện_thoại Xiaomi của trung quốc
"
positive,"Mình thấy hàng_xách tay ngon , rẻ , cấu_hình y_chang hàng cty . Quan_trọng là mấy bác biết chổ mua , có bh đàng_hoàng , e chỉ ngán khoảng up rom !  
"
positive,"Hấp_dẫn quá ... note7
"
positive,"mình dùng con 150 củ có mạ vàng cực đẹp phải nói là rất rất đẳng_cấp
"
negative,"Mình cũng giật kinh_khủng , cảm_thấy hơi nản về cái bluetooth của nó ... . . đã cập_nhật El_Capitan mới nhất , lúc đầu ko bị , 1 thời_gian sau lại giật lại như_thường  
"
positive,"Qủa pin ngon , sạc lại được , bền . Riêng em dùng Pin AA , AAA dễ thay_thế , thích hơn  
"
neutral,"Giờ mình cũng chả biết con của mình z là phải ok k nưa mà thấy cắm usb reciver cũng z ak nên chắc ok  
"
negative,"﻿Apple đang thử tài kiên_nhẫn của khách_hàng đây mà . Chắc bản 16G để thể_hiện với các hãng khác là hệ_điều_hành gọn_nhẹ 16G vẫn chạy tốt . Còn bỏ 128G vì muốn thu nhiều tiền hơn từ bản 256 và ép người dùng chỉ được dùng 64 thôi để còn phải sử_dụng ... ... ... . iClound . Chắc sắp thu tiền phí sử_dụng i_Clound rồi ấy chứ ( hủy luôn dung_lượng free thu phí từ khi sử_dụng ) ối cuồng sẽ bảo như_thế là nâng giá_trị của i_P lên một tầm cao mới ... . . nhờ !
"
positive,"﻿đang sài zen 6 thấy ok
"
